player_name,team,total_hits,at_bats,obp,bb_rate,k_rate
"Bassitt, Chris",PIT,1,9,0.18181818181818182,0.1111111111111111,0.6666666666666666
"Díaz, Miguel",DET,0,1,0.0,0.0,0.0
"Brigham, Jeff",BOS,0,2,0.0,0.0,1.0
"Olson, Reese",BAL,0,1,0.0,0.0,1.0
"Varland, Louis",ATL,0,3,0.25,0.3333333333333333,1.0
"Akin, Keegan",MIN,97,397,0.2719665271966527,0.08312342569269521,0.23929471032745592
"McWilliams, Sam",SEA,2,2,0.6666666666666666,0.0,0.0
"Alvarado, José",CIN,3,24,0.16666666666666666,0.08333333333333333,0.5833333333333334
"Kelley, Trevor",CWS,0,1,0.0,0.0,1.0
"Jefferies, Daulton",CHC,2,5,0.4,0.0,0.4
"Gray, Sonny",SF,5,28,0.3055555555555556,0.21428571428571427,0.25
"Case, Brad",ATL,1,2,0.5,0.0,0.5
"Alford, Peyton",SD,0,2,0.0,0.0,0.5
"Nance, Tommy",LAA,62,231,0.3258426966292135,0.10822510822510822,0.13852813852813853
"De Los Santos, Yerry",ATL,1,4,0.25,0.0,0.75
"Juarez, Daniel",HOU,0,1,0.0,0.0,1.0
"Weems, Jordan",STL,0,1,0.0,0.0,0.0
"Glasnow, Tyler",CIN,2,9,0.3,0.1111111111111111,0.3333333333333333
"Robertson, David",LAA,17,96,0.26785714285714285,0.13541666666666666,0.4583333333333333
"Thornton, Trent",AZ,0,1,0.0,0.0,0.0
"McClure, Kade",NYY,0,3,0.25,0.3333333333333333,1.0
"Webb, Logan",SD,64,258,0.27631578947368424,0.07751937984496124,0.16279069767441862
"Abney, Alaska",CLE,1,3,0.3333333333333333,0.0,0.6666666666666666
"Wheeler, Zack",TOR,0,1,0.0,0.0,1.0
"Mosqueda, Oddanier",PHI,1,6,0.16666666666666666,0.0,0.3333333333333333
"Robert, Daniel",KC,0,1,0.0,0.0,1.0
"Onyshko, Ben",CHC,1,2,0.5,0.0,0.5
"Church, Marc",KC,3,8,0.4,0.125,0.375
"King, Bryan",HOU,0,1,0.0,0.0,1.0
"Santos, Junior",HOU,0,2,0.0,0.0,0.5
"Johnson, Pierce",NYM,3,24,0.23333333333333334,0.16666666666666666,0.25
"Hughes, Jonathan",MIN,1,5,0.3333333333333333,0.2,0.6
"Cole, Gerrit",KC,92,425,0.26078028747433263,0.08235294117647059,0.28
"López, Reynaldo",KC,33,122,0.29577464788732394,0.07377049180327869,0.2540983606557377
"Vodnik, Victor",SEA,2,3,0.6666666666666666,0.0,0.0
"Alcala, Jorge",BAL,1,1,1.0,1.0,0.0
"Crouse, Hans",CHC,0,1,0.5,1.0,0.0
"Hamilton, Ian",OAK,18,111,0.2647058823529412,0.16216216216216217,0.4144144144144144
"Garrett, Reed",PHI,9,32,0.3157894736842105,0.09375,0.21875
"Morton, Charlie",ATL,11,45,0.29411764705882354,0.08888888888888889,0.26666666666666666
"Irvin, Jake",PIT,10,38,0.3181818181818182,0.10526315789473684,0.42105263157894735
"Richards, Trevor",BOS,0,1,0.0,0.0,1.0
"Hoffman, Nolan",BAL,0,1,0.0,0.0,0.0
"Leiter, Jack",COL,0,3,0.0,0.0,0.6666666666666666
"Holmes, Grant",MIA,64,259,0.2611683848797251,0.04633204633204633,0.27413127413127414
"Lambert, Peter",BOS,34,145,0.2832369942196532,0.10344827586206896,0.2896551724137931
"Banda, Anthony",TEX,0,1,0.75,3.0,0.0
"Taylor, Troy",OAK,45,181,0.29357798165137616,0.10497237569060773,0.292817679558011
"Romero, Jose",STL,4,7,0.5,0.0,0.14285714285714285
"Henriquez, Ronny",BOS,1,1,0.5,0.0,0.0
"Molina, Anthony",SF,12,39,0.3469387755102041,0.1282051282051282,0.3333333333333333
"Duffy, Danny",CIN,0,1,0.0,0.0,0.0
"Pallante, Andre",HOU,0,1,0.0,0.0,1.0
"Benton, Trey",CIN,0,1,0.3333333333333333,1.0,1.0
"Nola, Aaron",NYM,13,44,0.3,0.045454545454545456,0.25
"Castellanos, Humberto",MIL,1,2,0.5,0.0,0.5
"Kelly, Kevin",PHI,0,1,0.0,0.0,0.0
"Higginbotham, Jake",DET,0,1,0.0,0.0,0.0
"Avila, Nick",LAA,0,1,0.0,0.0,0.0
"Muller, Kyle",SEA,104,411,0.27672955974842767,0.0681265206812652,0.34306569343065696
"Fried, Max",PHI,38,175,0.28217821782178215,0.10857142857142857,0.4057142857142857
"Sborz, Josh",CLE,0,1,0.0,0.0,0.0
"Pérez, Martín",ATL,55,195,0.3442622950819672,0.14871794871794872,0.2923076923076923
"Chafin, Andrew",NYY,42,179,0.26406926406926406,0.10614525139664804,0.19553072625698323
"Jackson, Gabriel",BAL,1,1,1.0,0.0,0.0
"Effross, Scott",MIA,143,557,0.2703125,0.05385996409335727,0.3141831238779174
"Priester, Quinn",NYY,0,1,0.0,0.0,0.0
"Hader, Josh",LAA,8,33,0.2972972972972973,0.09090909090909091,0.3333333333333333
"Odorizzi, Jake",DET,1,3,0.3333333333333333,0.0,0.0
"Feyereisen, J.P.",COL,1,12,0.26666666666666666,0.25,0.75
"Knack, Landon",COL,127,453,0.3218390804597701,0.09050772626931568,0.19205298013245034
"Jimenez, Antonio",DET,0,2,0.4,1.0,0.0
"Uribe, Abner",SEA,1,5,0.3333333333333333,0.2,0.4
"Treinen, Blake",NYM,87,346,0.2895377128953771,0.09248554913294797,0.315028901734104
"Moreno, Luis",MIA,0,4,0.0,0.0,0.5
"Schreiber, John",OAK,14,72,0.21839080459770116,0.06944444444444445,0.3611111111111111
"Imanaga, Shota",WSH,26,115,0.2462686567164179,0.06086956521739131,0.20869565217391303
"McLoughlin, Trey",HOU,1,3,0.5,0.6666666666666666,0.3333333333333333
"Simon, Ben",MIA,0,1,0.5,1.0,0.0
"Miller, Ryan",TEX,10,40,0.26666666666666666,0.05,0.325
"Slaten, Justin",TB,6,34,0.1891891891891892,0.029411764705882353,0.17647058823529413
"Matthews, John",AZ,0,1,0.0,0.0,0.0
"Winckowski, Josh",BOS,1,1,1.0,0.0,0.0
"Domínguez, Seranthony",PHI,1,1,1.0,1.0,0.0
"Palencia, Daniel",TEX,2,2,0.6666666666666666,0.0,0.0
"Leclerc, José",BOS,5,13,0.4375,0.15384615384615385,0.3076923076923077
"Nelson, Ryne",SD,3,20,0.18181818181818182,0.05,0.4
"Hall, DL",AZ,1,3,0.3333333333333333,0.0,0.6666666666666666
"Gil, Luis",CLE,47,204,0.304,0.14215686274509803,0.37745098039215685
"Stephens, Jackson",TB,2,8,0.25,0.0,0.625
"Goss, JJ",PHI,0,1,0.0,0.0,1.0
"White, Mitch",MIN,0,2,0.0,0.0,0.5
"Farmer, Buck",CHC,128,492,0.3242784380305603,0.12804878048780488,0.34146341463414637
"Alexander, Scott",SF,13,44,0.2978723404255319,0.022727272727272728,0.3181818181818182
"Allen, Logan",AZ,0,1,0.0,0.0,1.0
"Zuñiga, Guillo",TEX,129,464,0.3509700176366843,0.15086206896551724,0.26939655172413796
"Hurter, Brant",HOU,54,231,0.2613240418118467,0.09090909090909091,0.3246753246753247
"Weaver, Luke",NYM,0,1,0.0,0.0,1.0
"Jacques, Joe",BOS,0,1,0.0,0.0,1.0
"Henzman, Lincoln",MIA,0,2,0.0,0.0,1.0
"Rogers, Taylor",AZ,0,2,0.0,0.0,0.5
"Iriarte, Jairo",LAA,91,404,0.25396825396825395,0.05198019801980198,0.2995049504950495
"Morejon, Adrian",SEA,0,6,0.0,0.0,0.8333333333333334
"Boyle, Joe",SEA,17,70,0.3076923076923077,0.15714285714285714,0.35714285714285715
"Weiman, Blake",CHC,0,0,0.0,0.0,0.0
"Ashby, Aaron",SF,87,353,0.24257425742574257,0.031161473087818695,0.22096317280453256
"Jay, Tyler",ATL,3,29,0.09375,0.0,0.3448275862068966
"Strickland, Austin",NYY,0,0,0.0,0.0,0.0
"Montgomery, Mason",BOS,1,18,0.23076923076923078,0.2777777777777778,0.4444444444444444
"Warren, Will",NYM,0,1,0.6666666666666666,2.0,0.0
"Pearson, Nate",MIN,0,1,0.5,1.0,1.0
"Jarvis, Bryce",AZ,0,2,0.0,0.0,0.0
"Torres Jr., Lenny",CLE,0,1,0.5,1.0,1.0
"Staumont, Josh",ATL,1,2,0.5,0.0,0.5
"Erceg, Lucas",BAL,183,631,0.34993270524899056,0.12202852614896989,0.2662440570522979
"Peguero, Elvis",CHC,6,37,0.17073170731707318,0.02702702702702703,0.32432432432432434
"Jiménez, Joe",CWS,107,438,0.26095617529880477,0.0547945205479452,0.3698630136986301
"Díaz, Alexis",CIN,1,1,1.0,0.0,0.0
"Gutierrez, Vladimir",STL,2,8,0.2,0.0,0.25
"Chivilli, Angel",STL,28,145,0.20833333333333334,0.04827586206896552,0.3103448275862069
"Soto, Gregory",MIN,8,24,0.34615384615384615,0.041666666666666664,0.2916666666666667
"Hernández, Jonathan",SD,13,53,0.2542372881355932,0.03773584905660377,0.39622641509433965
"Blalock, Bradley",SD,96,376,0.3170212765957447,0.14095744680851063,0.2074468085106383
"Kikuchi, Yusei",KC,34,154,0.2879581151832461,0.13636363636363635,0.18181818181818182
"Garcia, Robert",STL,0,1,0.0,0.0,0.0
"Rogers, Tyler",OAK,12,19,0.6,0.0,0.10526315789473684
"Vesia, Alex",SD,169,552,0.3189102564102564,0.05434782608695652,0.19202898550724637
"Skubal, Tarik",HOU,102,444,0.2575187969924812,0.07882882882882883,0.2747747747747748
"Hodge, Porter",CHC,0,1,0.0,0.0,1.0
"Manaea, Sean",PHI,87,339,0.2653061224489796,0.05014749262536873,0.21238938053097345
"Svanson, Matt",CHC,0,4,0.0,0.0,0.5
"Martin, Riley",CHC,0,1,0.0,0.0,1.0
"Vest, Will",TB,1,1,0.5,0.0,0.0
"Maldonado, Anthony",MIN,92,335,0.32592592592592595,0.11940298507462686,0.2626865671641791
"Holton, Tyler",TB,0,1,0.0,0.0,0.0
"Lovelady, Richard",OAK,1,2,0.5,0.0,0.5
"Brieske, Beau",DET,1,1,1.0,0.0,0.0
"Jackson, Jay",BAL,1,2,0.5,0.5,0.0
"Medina, Luis",AZ,15,87,0.26605504587155965,0.16091954022988506,0.39080459770114945
"Juan, Jorge",ATL,0,1,0.0,0.0,0.0
"Jansen, Kenley",TB,10,54,0.28125,0.14814814814814814,0.37037037037037035
"McArthur, James",LAA,3,6,0.5714285714285714,0.16666666666666666,0.3333333333333333
"Leigh, Zac",STL,1,4,0.4,0.25,0.25
"Weathers, Ryan",TOR,5,30,0.19444444444444445,0.06666666666666667,0.4
"Mears, Nick",CLE,5,6,0.7272727272727273,0.5,0.16666666666666666
"Wells, Tyler",TOR,1,1,1.0,2.0,0.0
"Ureña, José",KC,43,206,0.26229508196721313,0.10194174757281553,0.3155339805825243
"McCaughan, Darren",TOR,92,327,0.3176178660049628,0.11009174311926606,0.1651376146788991
"García, Yimi",PHI,0,3,0.0,0.0,0.0
"Nahas, Joe",SF,0,3,0.4,0.6666666666666666,1.0
"Scott, Tanner",ATL,51,226,0.27697841726618705,0.11504424778761062,0.29646017699115046
"Abreu, Bryan",NYM,2,18,0.15789473684210525,0.05555555555555555,0.3888888888888889
"Anderson, Justin",CWS,0,1,0.0,0.0,0.0
"Zeferjahn, Ryan",BOS,0,0,1.0,1.0,0.0
"Blewett, Scott",ATL,0,4,0.0,0.0,0.25
"Guenther, Sean",CLE,35,147,0.29411764705882354,0.10204081632653061,0.22448979591836735
"Cooke, Connor",BAL,2,2,1.0,0.0,0.0
"Maxwell, Zach",CWS,2,9,0.2727272727272727,0.1111111111111111,0.4444444444444444
"Ryan, Joe",MIN,0,1,0.0,0.0,1.0
"Baker, Trent",STL,0,1,0.0,0.0,1.0
"Wallace, Jacob",KC,0,1,0.0,0.0,0.0
"Leahy, Kyle",MIA,0,2,0.0,0.0,0.0
"Barlow, Scott",TEX,0,12,0.13333333333333333,0.16666666666666666,0.8333333333333334
"Toussaint, Touki",SEA,1,6,0.16666666666666666,0.0,0.16666666666666666
"Kuhnel, Joel",HOU,2,2,1.0,0.0,0.0
"Ramírez, Yohan",STL,0,1,0.0,0.0,0.0
"Eisert, Brandon",MIA,65,220,0.3442028985507246,0.13636363636363635,0.2545454545454545
"Bentley, Denny",WSH,2,3,0.6666666666666666,0.0,0.3333333333333333
"Bigge, Hunter",BOS,21,74,0.31868131868131866,0.10810810810810811,0.3783783783783784
"Jackson, Luke",OAK,2,15,0.1875,0.06666666666666667,0.2
"Cabrera, Génesis",MIA,10,36,0.25,0.027777777777777776,0.1111111111111111
"Diekman, Jake",HOU,1,6,0.1111111111111111,0.0,0.3333333333333333
"Fernandez, Ryan",TOR,28,84,0.35353535353535354,0.08333333333333333,0.20238095238095238
"Sanchez, Juan",MIL,0,1,0.0,0.0,1.0
"Montero, Keider",CWS,82,364,0.24634146341463414,0.0521978021978022,0.3489010989010989
"Gowdy, Kevin",LAA,1,12,0.15384615384615385,0.08333333333333333,0.3333333333333333
"Zerpa, Angel",SF,24,92,0.3211009174311927,0.11956521739130435,0.3804347826086957
"Klein, Will",KC,0,1,0.5,1.0,1.0
"Clase, Emmanuel",HOU,15,55,0.27692307692307694,0.05454545454545454,0.4
"Zulueta, Yosver",CLE,4,17,0.25,0.058823529411764705,0.11764705882352941
"Sewald, Paul",AZ,0,1,0.0,0.0,0.0
"Holub, Blake",AZ,1,6,0.1,0.0,0.16666666666666666
"Fulmer, Carson",TEX,114,468,0.28909090909090907,0.09615384615384616,0.25
"Barnes, Matt",HOU,0,1,0.0,0.0,0.0
"Ramírez, Erasmo",PIT,0,0,0.0,0.0,0.0
"Avila, Pedro",CLE,1,3,0.3333333333333333,0.0,0.3333333333333333
"Carlson, Sam",COL,0,1,0.0,0.0,1.0
"Smith, Cade",CLE,0,0,0.0,0.0,0.0
"Parsons, Wes",PIT,0,3,0.0,0.0,0.6666666666666666
"Tinoco, Jesus",CLE,2,12,0.14285714285714285,0.0,0.25
"Valdez, Framber",KC,0,5,0.0,0.0,0.4
"Smith, Shane",COL,2,2,1.0,0.0,0.0
"Fujinami, Shintaro",NYM,0,0,1.0,1.0,0.0
"Payamps, Joel",OAK,88,292,0.3069908814589666,0.04452054794520548,0.14383561643835616
"Mlodzinski, Carmen",NYY,10,52,0.31343283582089554,0.21153846153846154,0.36538461538461536
"Misiewicz, Anthony",ATL,1,3,0.25,0.0,0.3333333333333333
"Strickland, Samuel",ATL,0,1,0.0,0.0,0.0
"Smith, Drew",NYY,5,6,0.8333333333333334,0.0,0.0
"Díaz, Edwin",MIA,0,1,0.0,0.0,0.0
"Littell, Zack",KC,3,17,0.16666666666666666,0.0,0.35294117647058826
"Burgos, Juan",AZ,0,1,0.0,0.0,0.0
"Curtiss, John",MIL,1,5,0.2,0.0,0.4
"Bielak, Brandon",DET,12,68,0.22784810126582278,0.08823529411764706,0.29411764705882354
"Pint, Riley",MIL,2,7,0.25,0.0,0.42857142857142855
"Yoho, Craig",AZ,0,5,0.2857142857142857,0.4,0.6
"Matzek, Tyler",TB,0,6,0.25,0.3333333333333333,0.8333333333333334
"Emanuel, Kent",NYM,2,4,0.4,0.0,0.25
"Kopech, Michael",CIN,0,2,0.0,0.0,0.0
"Finnegan, Kyle",NYM,1,2,0.5,0.0,0.0
"Garza, Justin",CHC,0,1,0.0,0.0,0.0
"Bellatti, Andrew",PHI,1,1,1.0,0.0,0.0
"Quijada, José",CWS,14,53,0.3125,0.11320754716981132,0.33962264150943394
"Roberts, Ethan",CIN,164,605,0.32409972299168976,0.11570247933884298,0.3752066115702479
"Go, Woo-Suk",SEA,3,4,0.8,0.25,0.25
"Suter, Brent",CHC,2,16,0.11764705882352941,0.0,0.25
"Floro, Dylan",HOU,0,1,0.0,0.0,1.0
"Suarez, José",LAA,1,1,1.0,1.0,0.0
"Okert, Steven",BAL,0,3,0.0,0.0,0.3333333333333333
"Pinto, Ricardo",NYY,0,0,0.0,0.0,0.0
"Beeter, Clayton",BOS,0,1,0.0,0.0,1.0
"Schultz, Thomas",NYM,0,2,0.0,0.0,0.5
"Dashwood, Jack",LAA,1,3,0.3333333333333333,0.0,0.3333333333333333
"Parker, Mitchell",MIA,16,58,0.2714285714285714,0.05172413793103448,0.27586206896551724
"Curvelo, Luis",SD,0,2,0.0,0.0,0.0
"Junker, Cameron",BOS,1,1,0.5,0.0,0.0
"Lawrence, Justin",CIN,1,1,0.5,0.0,0.0
"Thomas, Tyler",AZ,1,1,1.0,0.0,0.0
"Fedde, Erick",TB,15,57,0.2923076923076923,0.07017543859649122,0.42105263157894735
"Vargas, Carlos",COL,0,1,0.0,0.0,0.0
"Taillon, Jameson",MIL,92,279,0.3939393939393939,0.13620071684587814,0.22580645161290322
"Contreras, Roansy",PIT,0,1,0.0,0.0,1.0
"Burnes, Corbin",TOR,3,6,0.5,0.0,0.3333333333333333
"Speier, Gabe",HOU,13,51,0.3333333333333333,0.13725490196078433,0.21568627450980393
"Nittoli, Vinny",SF,5,13,0.38461538461538464,0.0,0.3076923076923077
"Irvin, Cole",MIN,1,6,0.14285714285714285,0.0,0.0
"Brooks, Aaron",LAA,0,3,0.0,0.0,0.0
"Nardi, Andrew",MIA,0,2,0.0,0.0,1.0
"Lee, Dylan",ATL,0,1,0.0,0.0,0.0
"Halvorsen, Seth",MIL,0,2,0.3333333333333333,0.5,0.5
"Rodón, Carlos",CLE,104,356,0.3288590604026846,0.12078651685393259,0.2752808988764045
"Contreras, Efrain",TB,0,1,0.25,1.0,0.0
"Hennen, Ryan",PHI,1,5,0.16666666666666666,0.0,0.2
"Bowden, Ben",ATL,1,4,0.25,0.0,0.5
"Williams, Devin",STL,78,376,0.2676056338028169,0.09574468085106383,0.425531914893617
"Holmes, Clay",PIT,99,348,0.295,0.05459770114942529,0.21839080459770116
"Eovaldi, Nathan",LAA,24,102,0.272,0.09803921568627451,0.19607843137254902
"Gaddis, Hunter",AZ,0,1,0.0,0.0,1.0
"Anderson, Tyler",HOU,21,83,0.36893203883495146,0.20481927710843373,0.30120481927710846
"Enlow, Blayne",CHC,0,1,0.0,0.0,1.0
"McSteen, Jake",ATL,0,1,0.0,0.0,0.0
"López, Jorge",WSH,1,4,0.4,0.25,0.5
"Zastryzny, Rob",MIL,2,2,1.0,0.0,0.0
"Santillan, Tony",CIN,0,1,0.0,0.0,1.0
"Enright, Nic",CLE,1,2,0.5,0.0,0.5
"Smith, Burch",BAL,0,1,0.0,0.0,0.0
"Ashcraft, Graham",SD,4,32,0.17142857142857143,0.0625,0.46875
"Pilkington, Konnor",SF,1,2,0.5,0.0,0.0
"Foley, Jason",CWS,9,37,0.30952380952380953,0.10810810810810811,0.2972972972972973
"Hanifee, Brenan",DET,0,1,0.0,0.0,1.0
"Povich, Cade",CWS,25,112,0.25,0.05357142857142857,0.2767857142857143
"Pérez, Francisco",LAA,1,5,0.16666666666666666,0.0,0.4
"Tyler, Kyle",BAL,49,193,0.26905829596412556,0.05699481865284974,0.24870466321243523
"Cano, Yennier",ATL,2,3,0.6666666666666666,0.0,0.3333333333333333
"Bleier, Richard",STL,0,1,0.0,0.0,0.0
"Suero, Wander",HOU,1,1,1.0,0.0,0.0
"Basso, Brady",TEX,1,7,0.14285714285714285,0.0,0.14285714285714285
"Wilson, Bryse",OAK,86,342,0.2786458333333333,0.06140350877192982,0.19883040935672514
"Morris, Cody",NYY,0,1,0.0,0.0,0.0
"Morgan, Eli",CIN,4,25,0.2,0.08,0.48
"Selby, Colin",MIN,76,314,0.26869806094182824,0.06687898089171974,0.18471337579617833
"Ortiz, Luis F.",PHI,0,0,0.0,0.0,0.0
"Baker, Bryan",CLE,4,27,0.3170731707317073,0.3333333333333333,0.5185185185185185
"Cisnero, José",LAA,1,2,0.5,0.0,0.0
"Holman, Grant",CHC,0,3,0.0,0.0,0.3333333333333333
"Hudson, Bryan",AZ,2,4,0.5,0.0,0.5
"Nelson, Kyle",SEA,3,8,0.4,0.125,0.375
"Suarez, Robert",AZ,25,100,0.264,0.08,0.18
"Miller, Tyson",PIT,14,70,0.24691358024691357,0.08571428571428572,0.34285714285714286
"Juenger, Hayden",PHI,0,1,0.0,0.0,0.0
